judul,dosen
Analisis Hukum Perjanjian Kerjasama Endorsement Produk Kecantikan Pond’s Melalui PT Buzzo Digital Indonesia Dengan Selebriti Endorser,"Dr.Ida Nadirah,S.H.,M.H"
ANALISIS HUKUM PERJANJIAN PENGADAAN BARANG ANTARA PT. DANA PURNA INVESTAMA DENGAN CV. MITRA NIAGA BERSAMA,"Irfan,S.H.,M.Hum"
ANALISIS HUKUM PERJANJIAN PINJAMAN ONLINE YANG TERDAFTAR DI OTORITAS JASA KEUANGAN (STUDI DI KSP YOGA SOLIFIDE MANDIRI),"Dr.M. Syukran Yamin Lubis, S.H.,M.H"
ANALISIS HUKUM PERJANJIAN SEWA MENYEWA MOBIL YANG MENYERTAKAN ADANYA PERJANJIAN TAMBAHAN (ACCESSOIR) DI BB RENTCARMEDAN,"Taufik Hidayat Lubis,S.S.,S.H.,M.H"
Analisis Hukum Perlindungan Konsumen Atas Penggantian Label Kadaluarsa Produk Pangan Yang Dilakukan Pelaku Usaha,"Rizka Syafrina, S.H.M.Kn"
ANALISIS HUKUM PERLINDUNGAN TERHADAP HAK PEKERJA DALAM PERJANJIAN KERJA WAKTU TERTENTU DI PT. PEGADAIAN KANWIL 1 MEDAN,"Dr.Tengku Erwinsyahbana,S.H.,M.Hum."
Analisis Hukum Perlindungan Terhadap Korban Kekerasan Fisik Oleh Suami (Studi Kasus Penyiraman Air Soda Api Oleh Suami Di Kota Binjai),"Atikah, SH., M.H"
ANALISIS HUKUM PERTANGGUNGJAWABAN PIDANA TERHADAP PABRIK KELAPA SAWIT ATAS PEMBUANGAN LIMBAH YANG MENGAKIBATKAN PENCEMARAN LINGKUNGAN,"Dr. Ahmad fauzi,S.H.,M.Kn"
ANALISIS HUKUM PERTIMBANGAN HAKIM DALAM PEMBERIAN IZIN DISPENSASI PERKAWINAN DI BAWAH UMUR (STUDI KASUS DI MAHKAMAH SYARIAH KUTACANE),"Zainuddin, S.H., M.H"
Analisis Hukum Pidana Adat Melayu Jambi Terhadap Pelaku Tindak Pidana Pelecehan Seksual (Studi di Lembaga Adat Melayu Jambi Tanah Pilih Pusako Batuah),"Faisal,S.H.,M.H"
Analisis Hukum Pidana Pencabutan Hak Politik Terhadap Pejabat Publik Dalam Tindak Pidana Korupsi (Analisis Putusan Mahkamah Agung RI Nomor: 1195K/Pid.Sus/2014),"Dr.Adi Mansar,S.H.,M.Hum"
ANALISIS HUKUM PIDANA TERHADAP KEBEBASAN BERPENDAPAT DALAM DEMONSTRASI PERSPEKTIF PASAL 256 UNDANG-UNDANG NO. 1 TAHUN 2023 TENTANG KUHP,"Dr.MHD Teguh Syuhada Lubis S.H.,M.H"
Analisis Hukum Pidana Terhadap Keluarga Korban Yang Tidak Memberikan Pesetujuan Autopsi,"Erwin Asmadi ,S.H.,M.H"
ANALISIS HUKUM PIDANA TERHADAP NETRALITAS APARATUR SIPIL NEGARA DALAM PELAKSANAAN PEMILIHAN UMUM,"Dr.MHD Teguh Syuhada Lubis S.H.,M.H"
ANALISIS HUKUM PIDANA TERHADAP PELAKU INFANTISIDA AKIBAT BABY BLUES SYNDROM,"Dr.R.Juli Moertiono,S.H.,M.Kn.,M.H."
ANALISIS HUKUM PIDANA TERHADAP PELAKU PERUSAKAN LINGKUNGAN HIDUP DALAM USAHA PERTAMBANGAN PASIR TANPA IZIN (STUDI PUTUSAN NO. 2178/PID.SUS/2017/PN.LBP),"Asliani Harahap,S.H.,M.H"
ANALISIS HUKUM PIDANA TERHADAP PENJUALAN PUPUK BERSUBSIDI SECARA ILEGAL,"Dr.Ida Nadirah,S.H.,M.H"
ANALISIS HUKUM PIDANA TERHADAP PERBUATAN KARYAWAN MEMBOCORKAN DATA ELEKTRONIK PERUSAHAAN PADA PIHAK LAIN,"dr.Guntur Rambey,S.H.,MH"
ANALISIS HUKUM PIDANA TERHADAP TERPIDANA MATI YANG BERPERILAKU BAIK SELAMA MENJALANI HUKUMAN,"Muklis,S.H.,M.H"
Analisis Hukum Proses Penangkapan Disertai Penggeledahan Dalam Tindak Pidana Narkotika (Studi Di Polsek Medan Barat),"Asliani Harahap,S.H.,M.H"
ANALISIS HUKUM PUDANA TERHADAP PERUSAHAAN YANG TIDAK MEMPERHATIKAN KESELAMATAN DAN KESEHATAN KERJA,"Burhanuddin, S.H.,M.H"
Analisis Hukum Putusan Nomor 1026 K/Pid/2016 Dengan Adanya Itikad Baik Mengembalikan Setelah Terjadinya Tindak Pidana Pencurian,"Dr.Adi Mansar,S.H.,M.Hum"
Analisis Hukum Putusan Bersyarat Dalam Kasus Tindak Pidana Penggelapan,"Mhd.Nadir Sitompul,S.H.,M.H"
ANALISIS HUKUM RUMAH SUSUN YANG DIDIRIKAN DI ATAS TANAH HAK GUNA BANGUNAN YANG BERASAL DARI TANAH HAK PENGELOLAAN,"Dr.Lilawati Ginting S.H.,MK.n"
Analisis Hukum Sengekta Pemilihan Bupati Dan Wakil Bupati Di Pengadilan Tata Usaha Negara (Analisis Putusan Nomor: 11/G/Pilkada/2024/PT.TUN.MDN),"dr.Guntur Rambey,S.H.,MH"
ANALISIS HUKUM TENTANG BATASAN USIA KEDEWASAAN DAN KECAKAPAN HUKUM PEWASIAT MENURUT KOMPILASI HUKUM ISLAM DAN KITAB UNDANG-UNDANG HUKUM PERDATA,"Nurhilmiyah,S.H.,M.Hum"
ANALISIS HUKUM TENTANG KEWAJIBAN PEMBERIAN ALIMENTASI KEPADA ANAK OLEH ORANG TUA AKIBAT ADANYA PERCERAIAN DI TINJAU MENURUT UNDANG-UNDANG NOMOR 1 TAHUN 1974,"Burhanuddin, S.H.,M.H"
Analisis Hukum Tentang Perjanjian Gadai Tanah Pertanian Di Desa Sidodadi Ramunia Kecamatan Beringin Kabupaten Deli Serdang,"Harisman, S.H.,M.H"
ANALISIS HUKUM TENTANG PERLINDUNGAN INVESTOR DALAM SKEMA CROWDFUNDING SEBAGAI MODEL INVESTASI ALTERNATIF,"Taufik Hidayat Lubis,S.S.,S.H.,M.H"
ANALISIS HUKUM TENTANG WANPRESTASI PADA PERJANJIAN JUAL BELI HAK ATAS TANAH (STUDI PUTUSAN No.45/Pdt.G/2023/PN Mdn),"rahmat Ramadhani,S.H.,M.H"
ANALISIS HUKUM TERHADAP AKSES ILEGAL WEBSITE PEMERINTAH UNTUK DIGUNAKAN SEBAGAI WEBSITE PERJUDIAN (Studi Putusan Nomor 1308/Pid.Sus/2021/PN Jkt Utr),"Dr.R.Juli Moertiono,S.H.,M.Kn.,M.H."
Analisis Hukum Terhadap Akuisisi PT. Indonesia Asahan Aluminium Dari Penanaman Modal Asing Menjadi Badan Usaha Milik Negara (BUMN),"Dr. ahmad fauzi,S.H.,M.Kn"
Analisis Hukum Terhadap Anak Perempuan yang Menghijab Saudara Laki-laki Kandung Pewaris (Analisis Putusan Nomor 130/Pdt.G/2012/PA Pst),"Nursariani Simatupang,S.H.,M.Hum"
Analisis Hukum Terhadap Anggota TNI Yang Melakukan Penganiyaan Berat Dan Perusakan Barang Dengan Alasan Perintah Atasan (Studi Putusan Nomor 107K/MIL/2018),"Faisal,S.H.,M.H"
Analisis Hukum Terhadap Fungsi Kepala Desa Dalam Era Otonomi Daerah,"Dr.Eka N.A.M Sihombing,S.H.,M.Hum"
ANALISIS HUKUM TERHADAP HAK JANDA SEBAGAI PENERIMA PENSIUN PEGAWAI NEGERI SIPIL (PNS) (Studi Kasus PT. Taspen (Persero) KC Medan),"Dr.Masitah Pohan,S.H.,S.Hum"
ANALISIS HUKUM TERHADAP INVASI RUSIA ATAS UKRAINA PADA TAHUN 2022 DALAM PERSPEKTIF HUKUM INTERNASIONAL,"Mirsa Astuti,S.H.,M.H"
ANALISIS HUKUM TERHADAP JUAL BELI PONSEL DI PASAR GELAP DAN HUBUNGANNYA TERHADAP HUKUM PERDATA,"Dr.R.Juli Moertiono,S.H.,M.Kn.,M.H."
Analisis Hukum Terhadap Kekuatan Eksekutorial Terhadap Putusan Komisi Pengawas Persaingan Usaha Atas Dugaan Praktek Monopoli Oleh Pelaku Usaha (Studi Di KPPU Kanwil I Medan),"Rahmat Ramadhani,S.H.,M.H"
Analisis Hukum Terhadap Kelalaian Perusahaan Yang Menyebabkan Kematian Tenaga Kerjanya (Studi Putusan Nomor 243/Pid.B/2019/PN-Bnj),"Mirsa Astuti,S.H.,M.H"
ANALISIS HUKUM TERHADAP KLAUSULA PERJANJIAN SEWA-MENYEWA RUMAH KONTRAKAN YANG DI RENOVASI TANPA SEPENGETAHUAN PEMILIK,"Dr.Ida Nadirah,S.H.,M.H"
ANALISIS HUKUM TERHADAP KLAUSULA BAKU PADA NOTA LAUNDRY MENURUT UNDANG-UNDANG NOMOR 8 TAHUN 1999 TENTANG PERLINDUNGAN KONSUMEN,"dr.Guntur Rambey,S.H.,MH"
ANALISIS HUKUM TERHADAP LEMBAGA KEUANGAN KHUSUS PT.PERMODALAN NASIONAL MADANI (Studi PT.Permodalan Nasional Aceh Tenggara),"Padian Adi Salamat Siregar,S.H.,M.H"
ANALISIS HUKUM TERHADAP LEMBAGA PEMBIAYAAN SYARIAH DALAM PEMBERIAN MODAL USAHA (STUDI DI: PT. BPRS GEBU PRIMA MEDAN),"Khairil Azmi NST,S.H.,M.A"
Analisis Hukum terhadap Matinya Satwa yang Dilindungi di Medan Zoo,"Asliani Harahap,S.H.,M.H"
ANALISIS HUKUM TERHADAP PELANGGARAN LALU LINTAS OLEH PENGEMUDI ANGKUTAN UMUM YANG MENYEBABKAN KEMATIAN (Analisis Putusan Nomor 905/Pid.B/2022/Pn Mdn),"Dr.Ismail Koto,S.H.,MH"
INTERAKSI DI MEDIA SOSIAL INSTAGRAM TERHADAP PEMBENTUKAN CITRA DIRI PADA MAHASISWA UIN SUMUT,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
REPRESENTASI PERAN GENDER DALAM FILM “PATRIARKI” KARYA YOERIN DAN “TERNYATA” KARYA REV OFFICIAL,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
MODEL KOMUNIKASI PENYIAR DALAM MEMBAWAKAN PROGRAM DIALOG PRO ASPIRASI SUMUT DI RADIO REPUBLIK INDONESIA (RRI) MEDAN,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
Pengaruh Program “RRQ Keliling Kota” Terhadap Interaksi Digital Dan Sosial Komunitas Kingdom Medan,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
Strategi Komunikasi Politik Dewan Pimpinan Daerah Partai Gerindra Sumatera Utara dalam Pilkada Serentak 2024,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
POLA KOMUNIKASI KELOMPOK DALAM MEMBANGUN INTERAKSI SOSIAL KARYAWAN PT. MUNASINDO MANDIRI SEJAHTERA,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
Komunikasi Interpersonal Guru Dalam Mencegah Perilaku Agresif Di Sekolah Azzakiyah Islamic Leadership Medan,"Prof.Yan Hendra,Drs.,M.Si"
REPRESENTASI MAKNA KEKELUARGAAN DALAM FILM 2ND MIRACLE IN CELL NO.7 KARYA HERWIN NOVIANTO,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
PENANAMAN NILAI MORAL MELALUI DONGENG SEBAGAI MEDIA KOMUNIKASI PADA SISWA SD SWASTA HARAPAN SAKTI KABUPATEN DELI SERDANG,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
ANALISIS MAKNA PESAN DALAM MONOLOG KARAKTER KENTO NANAMI DI ANIME JUJUTSU KAISEN TENTANG BULLSHIT JOBS,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
PERAN KOMUNIKASI PEMBELAJARAN DALAM PROYEK BASED LEARNING UNTUK MENINGKATKAN KREATIFITAS SISWA SMP ISLAM AN-NIZAM MEDAN,"Elvita Yenni,S.S.,M.Hum"
"ANALISIS SEMIOTIKA IKLAN LAYANAN MASYARAKAT “ANDIKA, AWAS NANTI DICIUM KERETA” PADA AKUN YOUTUBE BTP MEDAN","Dr.Ribut Priadi,S.Sos.,M.I.Kom"
ANALISIS PENGGUNAAN CAMPUR KODE PADA UNGGAHAN AKUN INSTAGRAM @inul.d,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
REPRESENTASI MAKNA GENERASI SANDWICH DALAM FILM “HOME SWEET LOAN” KARYA SABRINA DAN “GAMPANG CUAN” KARYA RAHABI,"Dr.Puji Santoso,S.S.,M.SP"
Manajemen Komunikasi Asosiasi Futsal Kota Medan Dalam Pembinaan Atlet Profesional,"Tenerman,S.Sos.,M.I.Kom"
DIPLOMASI BUDAYA MELALUI KONTEN EDUKATIF DI KANAL YOUTUBE JEROME POLIN DALAM MEMPROMOSIKAN INDONESIA DI JEPANG,"Tenerman,S.Sos.,M.I.Kom"
GAYA KOMUNIKASI PIMPINAN PT. SANG HYANG SERI SUMATERA UTARA DALAM MENDORONG EMPLOYEE ENGAGEMENT KARYAWAN,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN SENTRA INDUSTRI SALAK AGRINA DALAM MEMPROMOSIKAN PRODUK OLAHAN DI KABUPATEN TAPANULI SELATAN,"Tenerman,S.Sos.,M.I.Kom"
PERSEPSI MASYARAKAT KOTA PEMATANG SIANTAR TENTANG EFEKTIVITAS LAYANAN PUBLIK MELALUI MALL PELAYANAN PUBLIK,"Tenerman,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI DINAS KEPEMUDAAN DAN KEOLAHRAGAAN PROVINSI SUMATERA UTARA DALAM MENSOSIALISASIKAN PROGRAM FASILITASI OLAHRAGA MASYARAKAT,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
MAKNA VICTIM BLAMING MELALUI PENGGUNAAN BAHASA ISYARAT PADA PERTUNJUKAN BALADA SUMARAH DI YOUTUBE WRITING PRODUCTION,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
REPRESENTASI EKSPRESI EMOSI KESEDIHAN DALAM VIDEO KLIP LAGU NINA KARYA FEAST DAN BERTAUT KARYA NADIN AMIZAH,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
POLA KOMUNIKASI SGC PT. INALUM DALAM MENSOSIALISASIKAN PROGRAM BINA UMKM PERTUMBUHAN EKONOMI LOKAL DI BATUBARA,"Dr.Mujahiddin,S,Sos.,msp"
REPRESENTASI ADEGAN LGBT+ PADA FILM LIGHTYEAR DAN ZOOTOPIA MILIK DISNEY,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
PEMANFAATAN MEDIA SOSIAL OLEH PENYANDANG DISABILITAS TUNANETRA DALAM MENJALIN INTERAKSI HARIAN PADA DPD PERTUNI SUMATERA UTARA,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
STRATEGI KOMUNIKASI PEMASARAN PT. AMANAH BERKAH KENCANA DALAM MEMPROMOSIKAN OBAT HERBAL HASEDAH PADA MASYARAKAT KOTA BINJAI,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
STRATEGI KOMUNIKASI KELUARAGA DALAM MENCEGAH PERILAKU MENYIMPANG REMAJA GENG MOTOR DI DESA TANAH MERAH DELI SERDANG,"Dr.Yan Hendra ,M.Si"
PENERAPAN KOMUNIKASI ORGANISASI DALAM MENGOPTIMALKAN KINERJA PEGAWAI KANTOR CAMAT MEDAN TIMUR,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PENERAPAN STRATEGI KOMUNIKASI KRISIS PT SOCFINDO DALAM UPAYA MENGATASI PENCURIAN KELAPA SAWIT DI PT SOCFINDO BANGUN BANDAR DOLOK MASIHUL,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
MANAJEMEN KOMUNIKASI PEMASARAN SALES PROMOTION GIRL TOKO LEVI’S DELIPARK DALAM MENINGKATKAN PENJUALAN,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
EDUKASI PROGRAM GADGET SEHAT PADA SISWA AL-ULUM TERPADU MEDAN DALAM PENGGUNAAN AKUN MEDIA SOSIAL,"Elvita Yenni,S.S.,M.Hum"
MODEL KOMUNIKASI REMAJA MASJID NURUL IMAN DALAM MEMBANGUN KARAKTER REMAJA DI KABUPTEN SERDANG BEDAGAI,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
ANALISIS MODEL KOMUNIKASI PT. IMAJI INTERAKTIF MEDIA DALAM MEMPERTAHANKAN PELANGGAN YANG BERKELANJUTAN,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
Manajemen Komunikasi Pemasaran Happy.Inc Dalam Mempertahankan Kualitas Jasa Rumah Produksi Di Kota Medan,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
Representasi Kritik Sosial Dalam Film Full Time Karya Jon Ryan Sugimoto Dan The Loop Karya Sadiel Gomez,"Dr.Puji Santoso,S.S.,M.SP"
Analisis Isi Pemberitaan Edy Rahmayadi Copot Kadis PUPR oleh CNN Indonesia,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
"Komunikasi Dinas Kebudayaan, Pemuda Dan Olahraga Serta Pariwisata Kabupaten Batu Bara Dalam Mengembangkan Destinasi Wisata di Kabupaten Batu Bara","Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
Analisis Semiotika Iklan Layanan Masyarakat Migrasi Ke Tv Digital “Pasti Cling” Di Channel Youtube Zonatipi,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
KOMUNIKASI ORGANISASI PENGADILAN NEGERI MEDAN MELALUI PROGRAM SARASEHAN INTERAKTIF DALAM MENINGKATKAN KINERJA PEGAWAI,"Dr.Yan Hendra ,M.Si"
REPRESENTASI DAMPAK PERUNDUNGAN DALAM FILM “SAY NO TO BULLYING” KARYA MARGIUS ID DAN “RAPUH” KARYA SMANSABIT PRODUCTION,"Dr.Puji Santoso,S.S.,M.SP"
STRATEGI KOMUNIKASI DINAS PERHUBUNGAN DALAM MENSOSIALISASIKAN PROGRAM E-PARKIR KEPADA MASYARAKAT KOTA MEDAN,"Dr.Zulfahmi, M.I.Kom"
PERSEPSI REMAJA KOTA TEBING TINGGI TENTANG TREN PERNIKAHAN TANPA RESEPSI,"Dr.Zulfahmi, M.I.Kom"
STRATEGI KOMUNIKASI TERAPEUTIK DALAM MEMBANTU PEMULIHAN PASIEN OLEH TENAGA MEDIS IGD DI RSI MALAHAYATI MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
PERAN HUMAS DALAM MENANGANI KOMPLAIN PUBLIK PADA PERUMDA TIRTA ULI DI KOTA PEMATANG SIANTAR,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
STRATEGI KOMUNIKASI ANTAR PERSONAL SISWA SMA NEGERI 1 LABUHAN DELI DALAM MENGATASI KECEMASAN SOSIAL,"Dr.Zulfahmi, M.I.Kom"
Analisis pesan moral dalam mini series panggilanmu sedang dialihkan karya Indosat Ooredoo Hutchison,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
Strategi Komunikasi Pemasaran Digital Risol Yomi dalam meningkatkan jumlah Konsumen,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI GURU DALAM MENANAMKAN NILAI-NILAI AL-QUR’AN KEPADA SISWA DI SD IT PERMATA AMANDA KECAMATAN MEDAN MARELAN,"Dr.Abrar Adhani.,M.I.Kom"
ANALISIS PESAN SPIRITUAL PADA FILM PENDEK WARDAH RAMADHAN SERIES PRODUKSI TAHUN 2025,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
EFEKTIVITAS FUNGSI CONTROLLING LURAH DALAM OPTIMALISASI PEMBAYARAN PAJAK BUMI BANGUNAN DI KELURAHAN GALANG KECAMATAN GALANG KOTA KABUPATEN DELI SERDANG,"Syafruddin,S.Sos.,M.H"
PENERAPAN UNCERTAINTY REDUCTION THEORY DALAM KOMUNIKASI INTERPERSONAL GURU BK UNTUK MENDORONG PERUBAHAN PERILAKU SISWA DI SMA DHARMAWANGSA,"Dr.Leylia Khairani,M.Si"
NILAI PATRIARKI DALAM FILM WOMEN FROM ROTE ISLAND KARYA JEREMIAS NYANGOEN DAN SEHIDUP SEMATI KARYA UPI,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
PERBANDINGAN UNSUR DRAMATIK PADA FILM ESCAPE KARYA JONG-PIL DAN FILM REVOLVER KARYA SEUNG-UK,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
ANALISIS PESAN MORAL PERUNDUNGAN DALAM IKLAN LAYANAN MASYARAKAT PADA AKUN YOUTUBE CERDAS BERKARAKTER GEROBAK PERDAMAIAN,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
ANALISIS FAKTOR PENYEBAB KEGAGALAN FILM INDONESIA BERTEMA KOREA DI PASAR DOMESTIK,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
PEMANFAATAN MEDIA DIGITAL JASA RAHARJA DALAM MEMPROMOSIKAN JAMINAN GUARANTEE LETTER DI KOTA MEDAN,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
ANALISIS PENGUNGKAPAN DIRI PADA SISWI MAN 2 MODEL MEDAN MELALUI MEDIA SOSIAL TIKTOK,"Dr.Yan Hendra ,M.Si"
ANALISIS KOMPARATIF KONTEN YOUTUBE TENTANG BONUS DEMOGRAFI (STUDI KASUS KANAL YOUTUBE GIBRAN RAKABUMING DAN FERRY IRWANDI),"Dr.Puji Santoso,S.S.,M.SP"
Pola Komunikasi Guru Dalam Mengatasi Aprehensi Pada Siswa SMA Negeri 3 Tanjungbalai,"Dr.Zulfahmi, M.I.Kom"
Representasi Makna Generasi Sandwich Dalam Film “Home Sweet Loan” Karya Sabrina dan “Gampang Cuan” Karya Rahabi,"Dr.Puji Santoso,S.S.,M.SP"
Analisis Framing Isu Pemakzulan Gibran Dalam Pemberitaan Media Online Kompas.com dan Liputan6.com,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
PEMANFAATAN MEDIA DIGITAL SEKOLAH 819 DJS MEDAN DALAM PENGEMBANGAN KREATIVITAS DJ DI KOTA MEDAN,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
PERAN KOMUNIKASI INTERPERSONAL ORANG TUA DALAM MENCEGAH KENAKALAN ANAK DI KELURAHAN MABAR HILIR,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
PENERAPAN DRAMATURGI DALAM MEMBANGUN CITRA DIRI ISLAM MODERN SISWA SMA MUHAMMADIYAH 9 KUALUH HULU DI INSTAGRAM,"Dr.Leylia Khairani,M.Si"
PERAN AKUN TIKTOK @Rumah Uis By Averiana DALAM MEMPOPULERKAN ULANG PAKAIAN ADAT KARO MELALUI MEDIA VISUAL,"Dr.Zulfahmi, M.I.Kom"
MEMBANGUN MAKNA MELALUI GAMBAR DAN SUARA MELAUI SEMIOTIKA-KOMUNIKATIF ‘POSESIF’ KARYA NAIF,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
Pola Komunikasi Guru SMPN 38 Medan dalam Meningkatkan Perubahan Perilaku Belajar Siswa,"Dr.Abrar Adhani.,M.I.Kom"
STRATEGI KOMUNIKASI HUMAS POLRES SAMOSIR DALAM MENGATASI TINGKAT KEMACETAN LALU LINTAS,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
"PERSEPSI MASYARAKAT TENTANG KEPERCAYAAN KEPADA KARISMATISASI TUAN GURU SYEIKH Dr. H. ZIKMAL FUAD, MA DI KABUPATEN LANGKAT","Dr.Zulfahmi, M.I.Kom"
PERAN KOMUNIKASI GURU DALAM PENGEMBANGAN KEMAMPUAN DIGITAL SISWA SMK SWASTA CERDAS MURNI DELI SERDANG,"Dr.Yan Hendra ,M.Si"
POLA KOMUNIKASI GURU DALAM PEMBENTUKAN KARAKTER SISWA BEBAS TAWURAN DI MTS AL-MANAR KABUPATEN DELI SERDANG,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
Pesan Budaya Tentang Minoritas Seksual Dalam Film Nuovo Olimpo Karya Ferezan Dan Marry My Dead Body Karya Sharon,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
Strategi Komunikasi Badan Pendapatan Daerah Kota Medan dalam Meningkatkan Kesadaran Masyarakat Membayar Pajak Bumi dan Bangunan,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
PERSEPSI PENGUNJUNG TENTANG ESTETIKA VISUAL INTERIOR COFFEE SHOP KOMMA GROUND MEDAN,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
Pola Komunikasi Behavioristik Guru Dalam Pengembangan Siswa Secara Holistik Di MIN 2 Kota Medan,"Elvita Yenni,S.S.,M.Hum"
Pemanfaatan Media Digital Dalam Membangun Branding Sekolah Inklusi Di SDAIT AN-Naas,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
Analisis Efektivitas Komunikasi Penyuluhan Program Pelayanan Kesehatan Peduli Remaja Di Kecamatan Perbaungan,"Elvita Yenni,S.S.,M.Hum"
Strategi Komunikasi Dinas Perhubungan Kota Medan Dalam Meningkatkan Partisipasi Pengguna Parkir Berlangganan,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
Analisis Komunikasi Visual Interior Vintage Dalam Menarik Minat Konsumen Di Coffee Shop 117 Medan,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
Komunikasi Terapeutik Tenaga Medis Rumah Sakit Pirngadi Medan dalam Meningkatkan Kepatuhan Pengobatan dan Kesehatan Psikologis Pasien Hemodialisis,"Dr.Yan Hendra ,M.Si"
ANALISIS KOMUNIKASI TRANSAKSIONAL BARNLUND DALAM MENINGKATKAN KONSENTRASI BELAJAR SISWA DI SMA HARAPAN 1 MEDAN,"Dr.Leylia Khairani,M.Si"
POLA KOMUNIKASI KOMUNITAS DRAGON GYM DALAM MENDORONG PEMBENTUKAN BADAN IDEAL DI KOTA PADANGSIDIMPUAN,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
STRATEGI KOMUNIKASI DISDUKCAPIL KABUPATEN SERDANG BEDAGAI DALAM PROGRAM PAK CEPAT YANLING (PAKET CETAK DI TEMPAT PELAYANAN KELILING),"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
GAYA KOMUNIKASI PENYIAR PROGRAM TOURISM CHANNEL RADIO EL JOHN FM PEKANBARU DALAM MEMPROMOSIKAN OBJEK WISATA,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
MANAJEMEN KOMUNIKASI DALAM MENANGANI PEREDARAN SABUN PYARY PALSU PT. SANOBAR GUNAJAYA DI E-COMMERCE,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
PERAN KOMUNIKASI INTERPERSONAL DALAM SEJARAH MAKAM GURU PATIMPUS OLEH TOKOH PAKAR DI DESA LAMA KECAMATAN HAMPARAN PERAK,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
MAKNA SIMBOLIK BUNGA BALE (TEPAK BUNGA) DALAM PERNIKAHAN ADAT MELAYU DI KECAMATAN TELUK NIBUNG KOTA TANJUNG BALAI,"Tenerman,S.Sos.,M.I.Kom"
PENGARUH KONTEN INSTAGRAM SDIT DOD DELI SERDANG TERHADAP KEPUTUSAN ORANGTUA DALAM MEMILIH SEKOLAH ANAK,"Dr.Faizal Hamzah,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI PIMPINAN MNC BANK MEDAN KEPADA KARYAWAN DALAM MENINGKATKAN KINERJA,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
TRATEGI KOMUNIKASI KEPALA DESA TUNTUNGAN I KECAMATAN PANCUR BATU KABUPATEN DELI SERDANG DALAM MENJALANKAN PROGRAM PEMBERDAYAAN MASYARAKAT,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
